company,address,industry,website,phone,contact_person,is_hotline,gender,position,email,url
Công Ty TNHH Công Nghiệp Miền Tây,"Số 95 Liên Khu 2-5, P. Bình Trị Đông, Q. Bình Tân,","Vận Thăng, Vận Thăng Nâng Hàng, Vận Thăng Lồng__Cẩu Tháp, Cần Cẩu Tháp, Cần Trục Tháp__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Thang Máy - Công Ty Thang Máy, Sản Xuất Và Lắp Đặt Thang Máy",www.mientay-vn.com,'02822133944',,,,,,https://www.yellowpages.vn/lgs/1040241/cong-ty-tnhh-cong-nghiep-mien-tay.html
Velco - Công Ty TNHH Velco,"Khu Công Nghiệp Nhơn Trạch 3, Đường 2, H. Nhơn Trạch,","Máy Móc - Các Loại__Thép - Công Ty Thép (Sản Xuất, Kinh Doanh Và Phân Phối)__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02513569208',,,,,,https://www.yellowpages.vn/lgs/1199709/velco-cong-ty-tnhh-velco.html
Công Ty Cổ Phần Công Nghệ Và Thiết Bị Nâng ATTEC,"Số 4B5/6, Kim Đồng, P. Giáp Bát, Q, Hoàng Mai,","Thiết Bị Nâng Hạ__Cầu Trục, Cổng Trục -  Sửa Chữa, Bảo Dưỡng__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Bãi Đỗ Xe Tự Động, Bãi Đỗ Xe Thông Minh",www.attec.com.vn,'0243658336',,,,,,https://www.yellowpages.vn/lgs/1187674797/cong-ty-co-phan-cong-nghe-va-thiet-bi-nang-attec.html
Hoàng Tiến - Công Ty TNHH Một Thành Viên Hoàng Tiến,"543/2 Lê Hồng Phong, P. Phú Hòa, TX. Thủ Dầu Một,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.hoangtien.yell.vn,'02743834206__0949113979',Mr Tiến,,male,,hoangtiencompany09@gmail.com,https://www.yellowpages.vn/lgs/1187699679/hoang-tien-cong-ty-tnhh-mot-thanh-vien-hoang-tien.html
Công Ty TNHH Cơ Khí Cầu Trục Hoàng Giang,"15 Lê Thị Hồng, P. 17, Q. Gò Vấp,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.cautruchoanggiang.com,'0916818223',Ông Hoàng Anh Tuấn,,male,,hoangtuan0580@gmail.com,https://www.yellowpages.vn/lgs/1079715/cong-ty-tnhh-co-khi-cau-truc-hoang-giang.html
Megastar - Vpđd Công Ty Cổ Phần Bất Động Sản Megastar,"Tòa Nhà Vimadeco, 163 Nguyễn Văn Trỗi, P. 11, Q. Phú Nhuận,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế",www.megastar.com.vn,'02838479804',,,,,,https://www.yellowpages.vn/lgs/1092000/megastar-vpdd-cong-ty-co-phan-bat-dong-san-megastar.html
Cơ Sở Khánh Hưng,"16 Bùi Tư Toàn, P. An Lạc, Q. Bình Tân,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02838750499',,,,,,https://www.yellowpages.vn/lgs/707598/co-so-khanh-hung.html
Hoàng Anh - Công Ty Cổ Phần Kết Cấu Thép & Thiết Bị Nâng Hạ Hoàng Anh,"Lô 5, Khu G,Hồng Liên, Q. Thanh Xuân,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02435574172',,,,,,https://www.yellowpages.vn/lgs/663999/hoang-anh-cong-ty-co-phan-ket-cau-thep---thiet-bi-nang-ha-hoang-anh.html
Hoàng Tiến - Công Ty TNHH Một Thành Viên Hoàng Tiến,"543/2 Lê Hồng Phong, P. Phú Hòa, TX. Thủ Dầu Một,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.hoangtien.yell.vn,'02743834206__0949113979',Mr Tiến,,male,,hoangtiencompany09@gmail.com,https://www.yellowpages.vn/lgs/1187699679/hoang-tien-cong-ty-tnhh-mot-thanh-vien-hoang-tien.html
S.N.C Vina - Công Ty Cổ Phần Tư Vấn Thiết Kế Cơ Khí Xây Dựng Tổng Hợp S.N.C Vina,"89 Trần Thiện Chánh, P. 12, Q. 10,","Thiết Bị Nâng Hạ__Xây Dựng - Nhà Thầu Xây Dựng__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế",,'02838634013',,,,,,https://www.yellowpages.vn/lgs/1026933/s.n.c-vina-cong-ty-co-phan-tu-van-thiet-ke-co-khi-xay-dung-tong-hop-s.n.c-vina.html
An Lập Phát - Công Ty TNHH Sản Xuất & Thương Mại An Lập Phát,"170/40/7 Thống Nhất, P. 16, Q. Gò Vấp,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.alpcrane.com,'02835892235',,,,,,https://www.yellowpages.vn/lgs/986418/an-lap-phat-cong-ty-tnhh-san-xuat---thuong-mai-an-lap-phat.html
Công Ty TNHH Thương Mại Dịch Vụ Xuất Nhập Khẩu Phước Phong,"Tầng1, 723 Hưng Phú, Phường 9, Quận 8,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02839543786',,,,,,https://www.yellowpages.vn/lgs/3658581/cong-ty-tnhh-thuong-mai-dich-vu-xuat-nhap-khau-phuoc-phong.html
Công Ty TNHH Thương Mại & Sản Xuất Cơ Khí T.M.C,"90/5C 12 Quang Trung, P. 11, Q. Gò Vấp,","Cơ Khí -  Gia Công và Chế Tạo__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.tmccranes.com,'02835897659',,,,,,https://www.yellowpages.vn/lgs/988782/cong-ty-tnhh-thuong-mai---san-xuat-co-khi-t.m.c.html
Công Ty TNHH XNK Máy Móc Thiết Bị Đại Lực,"Số 953, Đường Nguyễn Đức Thuận, TT. Trầu Quỳ, H. Gia Lâm,","Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.cautrucpalang.vn,'02466638526__0965138366',Mr Trần Mạnh Hoàng,,male,,hoang.dailuc68@gmai.com,https://www.yellowpages.vn/lgs/1187817957/cong-ty-tnhh-xnk-may-moc-thiet-bi-dai-luc.html
Việt Anh - Công Ty TNHH Thiết Bị Cầu Trục Việt Anh,"Xóm Quỳnh Lân,Phan Trọng Tuệ, H. Thanh Trì,","Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02436864648',,,,,,https://www.yellowpages.vn/lgs/718362/viet-anh-cong-ty-tnhh-thiet-bi-cau-truc-viet-anh.html
Công Ty Cổ Phần Cơ Khí Yên Viên,"Thôn Cống Thôn, X. Yên Viên, H. Gia Lâm,","Bãi Đỗ Xe Thông Minh__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Bãi Đỗ Xe Tự Động, Bãi Đỗ Xe Thông Minh",www.cokhiyenvien.com,'0968538589__02436992017',Ông Tô Văn Luyện,,male,,vanluyen2001@gmail.com,https://www.yellowpages.vn/lgs/1187720607/cong-ty-co-phan-co-khi-yen-vien.html
Công Ty TNHH Cơ Khí Xây Dựng Công Nghiệp Hưng Thịnh Phát,"48B Trương Công Định, P. 14, Q. Tân Bình,","Băng Tải Xích__Nhà Xưởng, Nhà Công Nghiệp - Thi Công Nhà Xưởng, Nhà Công Nghiệp__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế__Cơ Khí Công Nghiệp (Băng Chuyền, Đường ống, Bồn Khuấy,..)__Băng Tải Nhựa - Băng tải PVC, PU, PE,..",www.cokhihtp.com,'0938552189__02838800892',Ông Đặng Sứ Quân,,male,,cokhihtp@gmail.com,https://www.yellowpages.vn/lgs/1187816697/cong-ty-tnhh-co-khi-xay-dung-cong-nghiep-hung-thinh-phat.html
Công Ty TNHH Kỹ Thuật Và Xây Dựng Thiên Việt,"11/24D Phan Văn Hớn, P. Tân Thới Nhất, Q. 12,","Kết Cấu Thép - Thiết kế, Gia Công Và Sản Xuất Kết Cấu Thép__Xây Dựng Công Trình__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thầu Cơ Điện, Cơ Điện Công Trình",www.thienvietcon.com,'02838130174__0903701777',Ông Trần Lương Việt,,male,,info@thienvietcon.com,https://www.yellowpages.vn/lgs/1187738415/cong-ty-tnhh-ky-thuat-va-xay-dung-thien-viet.html
Megastar - Công Ty Cổ Phần Tập Đoàn Vina Megastar,"Số 406B, Trần Khát Chân, Q. Hai Bà Trưng,","Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế",,'02439725816',,,,,,https://www.yellowpages.vn/lgs/119346705/megastar-cong-ty-co-phan-tap-doan-vina-megastar.html
Đức Phát - Công Ty TNHH Đức Phát,"306 Đê La Thành, Q. Đống Đa,","Cốp Pha Thép, Khuôn Đúc Bê Tông__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế__Xà Gồ Thép, Thép Hộp, Mạ Kẽm__Giàn Giáo Xây Dựng Và Phụ Kiện__Tôn Nhựa, Ngói Nhựa (PC, PVC, PVC ASA, PVC ACU,..)",www.ducphatsteel.com.vn,'02438562887',,,,,,https://www.yellowpages.vn/lgs/727215/duc-phat-cong-ty-tnhh-duc-phat.html
Velco - Công Ty TNHH Velco,"Khu Công Nghiệp Nhơn Trạch 3, Đường 2, H. Nhơn Trạch,","Máy Móc - Các Loại__Thép - Công Ty Thép (Sản Xuất, Kinh Doanh Và Phân Phối)__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02513569208',,,,,,https://www.yellowpages.vn/lgs/1199709/velco-cong-ty-tnhh-velco.html
Công Ty Liên Doanh Cơ Khí Xây Dựng Hà Nội,"X. Tây Mỗ, H. Từ Liêm,","Kết Cấu Thép - Thiết kế, Gia Công Và Sản Xuất Kết Cấu Thép__Xây Dựng - Nhà Thầu Xây Dựng__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.cechn.com,'0904031525__02438390395',Ông Phan Xuân Định,,male,Tổng Giám Đốc,hq@cechn.com,https://www.yellowpages.vn/lgs/725319/cong-ty-lien-doanh-co-khi-xay-dung-ha-noi.html
Công Ty CP Đại Đồng Industries Việt Nam,"Số 551 Đ. Nguyễn Văn Cừ, P. Gia Thụy, Q. Long Biên, Hà Nội","Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt__Nhà Thép Tiền Chế",www.cautruc-nhathep.com,'0438737528__02438737528',Văn Phòng,,,,ketoandaidong@gmail.com,https://www.yellowpages.vn/lgs/119345250/cong-ty-cp-dai-dong-industries-viet-nam.html
Hoàng Tấn Phát - Công Ty TNHH Thiết Bị Nâng Hoàng Tấn Phát,"17 Đường B1, P. Tây Thạnh, Q. Tân Phú,","Thiết Bị Nâng Hạ__Cơ Khí -  Gia Công và Chế Tạo__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",www.thietbinang.vn,'02862677389__0917358182',Ông Hồ Ngọc Anh Tuấn,,male,Giám Đốc,tuananh@thietbinang.vn,https://www.yellowpages.vn/lgs/1052574/hoang-tan-phat-cong-ty-tnhh-thiet-bi-nang-hoang-tan-phat.html
Công Ty TNHH Sản Xuất Thương Mại Công Nghiệp,"566, Đường Số 7, P. Tân Tạo, Q. Bình Tân,","Cầu Trục, Cổng Trục -  Sửa Chữa, Bảo Dưỡng__Pa Lăng, Pa lăng Xích, Pa Lăng Cáp Điện,..__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02835301479',,,,,,https://www.yellowpages.vn/lgs/1187676591/cong-ty-tnhh-san-xuat-thuong-mai-cong-nghiep.html
ích Thuận Sang - Công Ty TNHH Thiết Bị Nâng-Văn Phòng ích Thuận Sang,"18/7 Nguyễn Cửu Vân, P. 17, Q. Bình Thạnh,","Thiết Bị Nâng Hạ__Cầu Trục và Cổng Trục (Dầm Đơn, Dầm Đôi) - Thiết Kế, Chế Tạo và Lắp Đặt",,'02838983655',,,,,,https://www.yellowpages.vn/lgs/969336/ich-thuan-sang-cong-ty-tnhh-thiet-bi-nang-van-phong-ich-thuan-sang.html
